statename|url|website|activity_level|activity_level_label|weekend|season|weeknumber,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|1|Minimal|Jun-04-2016|2015-16|22,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|1|Minimal|Jun-04-2016|2015-16|22,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|1|Minimal|Jun-04-2016|2015-16|22,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|1|Minimal|May-28-2016|2015-16|21,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|1|Minimal|May-21-2016|2015-16|20,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|1|Minimal|May-28-2016|2015-16|21,,,
California|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|Influenza (Flu)|1|Minimal|May-28-2016|2015-16|21,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|1|Minimal|May-28-2016|2015-16|21,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|1|Minimal|May-28-2016|2015-16|21,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|1|Minimal|May-28-2016|2015-16|21,,,
Texas|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|Influenza Surveillance|1|Minimal|May-28-2016|2015-16|21,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|1|Minimal|May-28-2016|2015-16|21,,,
Vermont|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|Flu Activity|1|Minimal|May-28-2016|2015-16|21,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|1|Minimal|May-28-2016|2015-16|21,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|1|Minimal|May-28-2016|2015-16|21,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|1|Minimal|May-28-2016|2015-16|21,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|1|Minimal|May-28-2016|2015-16|21,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|1|Minimal|May-21-2016|2015-16|20,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|1|Minimal|May-28-2016|2015-16|21,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|1|Minimal|May-28-2016|2015-16|21,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|1|Minimal|May-21-2016|2015-16|20,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|1|Minimal|May-21-2016|2015-16|20,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|1|Minimal|May-21-2016|2015-16|20,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|1|Minimal|May-21-2016|2015-16|20,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|1|Minimal|May-14-2016|2015-16|19,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|1|Minimal|May-21-2016|2015-16|20,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|1|Minimal|May-21-2016|2015-16|20,,,
California|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|Influenza (Flu)|1|Minimal|May-21-2016|2015-16|20,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|1|Minimal|May-21-2016|2015-16|20,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|1|Minimal|May-21-2016|2015-16|20,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|1|Minimal|May-21-2016|2015-16|20,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|1|Minimal|May-14-2016|2015-16|19,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|1|Minimal|May-14-2016|2015-16|19,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|1|Minimal|May-14-2016|2015-16|19,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|1|Minimal|May-14-2016|2015-16|19,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|1|Minimal|May-14-2016|2015-16|19,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|1|Minimal|May-14-2016|2015-16|19,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|1|Minimal|May-14-2016|2015-16|19,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|1|Minimal|May-07-2016|2015-16|18,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|1|Minimal|May-14-2016|2015-16|19,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|1|Minimal|May-14-2016|2015-16|19,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|1|Minimal|May-07-2016|2015-16|18,,,
California|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|Influenza (Flu)|1|Minimal|May-14-2016|2015-16|19,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|1|Minimal|May-28-2016|2015-16|21,,,
Idaho|http://flu.idaho.gov|Influenza|1|Minimal|May-28-2016|2015-16|21,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|1|Minimal|May-28-2016|2015-16|21,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|1|Minimal|May-28-2016|2015-16|21,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|1|Minimal|May-28-2016|2015-16|21,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|1|Minimal|May-28-2016|2015-16|21,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|1|Minimal|May-28-2016|2015-16|21,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|1|Minimal|May-28-2016|2015-16|21,,,
Maine|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|Weekly Surveillance Updates|1|Minimal|May-28-2016|2015-16|21,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|1|Minimal|May-28-2016|2015-16|21,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|1|Minimal|May-28-2016|2015-16|21,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|1|Minimal|May-28-2016|2015-16|21
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|1|Minimal|May-28-2016|2015-16|21,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|1|Minimal|May-28-2016|2015-16|21
Missouri|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|Influenza Data & Statistical Reports |1|Minimal|May-28-2016|2015-16|21,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|1|Minimal|May-28-2016|2015-16|21,,,
Nebraska|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|Weekly Flu Report|1|Minimal|May-28-2016|2015-16|21,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|1|Minimal|May-28-2016|2015-16|21,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|1|Minimal|May-28-2016|2015-16|21,,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|1|Minimal|May-28-2016|2015-16|21,,,
New Mexico|https://nmhealth.org/about/erd/ideb/isp/|Flu in New Mexico|1|Minimal|May-28-2016|2015-16|21,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|1|Minimal|May-28-2016|2015-16|21,,
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|1|Minimal|May-28-2016|2015-16|21,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|1|Minimal|May-28-2016|2015-16|21,,,
Ohio|http://www.flu.ohio.gov |Influenza Information|1|Minimal|May-28-2016|2015-16|21,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|1|Minimal|May-28-2016|2015-16|21,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|1|Minimal|May-28-2016|2015-16|21,,,
Pennsylvania|http://www.flufreepa.com|Influenza Weekly Report |1|Minimal|May-28-2016|2015-16|21,,,
Rhode Island|http://www.health.ri.gov/data/flu/index.php|Influenza Surveillance|1|Minimal|May-28-2016|2015-16|21,,,
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|1|Minimal|May-28-2016|2015-16|21,,,
South Dakota|http://doh.sd.gov/diseases/infectious/flu/default.aspx|Influenza Information|1|Minimal|May-28-2016|2015-16|21,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|1|Minimal|May-07-2016|2015-16|18,,,
California|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|Influenza (Flu)|1|Minimal|May-07-2016|2015-16|18,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|1|Minimal|May-07-2016|2015-16|18,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|1|Minimal|May-07-2016|2015-16|18,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|1|Minimal|Apr-30-2016|2015-16|17,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|1|Minimal|Apr-30-2016|2015-16|17,,,
Vermont|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|Flu Activity|1|Minimal|Apr-30-2016|2015-16|17,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|1|Minimal|Apr-30-2016|2015-16|17,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|1|Minimal|Apr-30-2016|2015-16|17,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|1|Minimal|Apr-30-2016|2015-16|17,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|1|Minimal|Apr-30-2016|2015-16|17,,,
Ohio|http://www.flu.ohio.gov |Influenza Information|1|Minimal|Apr-30-2016|2015-16|17,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|1|Minimal|Apr-30-2016|2015-16|17,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|1|Minimal|Apr-30-2016|2015-16|17,,,
New Mexico|https://nmhealth.org/about/erd/ideb/isp/|Flu in New Mexico|1|Minimal|Apr-30-2016|2015-16|17,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|1|Minimal|Apr-30-2016|2015-16|17,,
South Dakota|http://doh.sd.gov/diseases/infectious/flu/default.aspx|Influenza Information|1|Minimal|Apr-30-2016|2015-16|17,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|1|Minimal|Apr-30-2016|2015-16|17,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|1|Minimal|May-07-2016|2015-16|18,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|1|Minimal|May-07-2016|2015-16|18,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|1|Minimal|May-07-2016|2015-16|18,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|1|Minimal|May-07-2016|2015-16|18,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|1|Minimal|May-07-2016|2015-16|18,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|1|Minimal|May-07-2016|2015-16|18,,,
Maine|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|Weekly Surveillance Updates|1|Minimal|May-07-2016|2015-16|18,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|1|Minimal|May-07-2016|2015-16|18,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|1|Minimal|May-07-2016|2015-16|18
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|1|Minimal|May-07-2016|2015-16|18,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|1|Minimal|May-07-2016|2015-16|18
Missouri|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|Influenza Data & Statistical Reports |1|Minimal|May-07-2016|2015-16|18,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|1|Minimal|May-07-2016|2015-16|18,,,
Nebraska|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|Weekly Flu Report|1|Minimal|May-07-2016|2015-16|18,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|1|Minimal|May-07-2016|2015-16|18,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|1|Minimal|May-07-2016|2015-16|18,,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|1|Minimal|May-07-2016|2015-16|18,,,
New Mexico|https://nmhealth.org/about/erd/ideb/isp/|Flu in New Mexico|1|Minimal|May-07-2016|2015-16|18,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|1|Minimal|May-07-2016|2015-16|18,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|1|Minimal|May-07-2016|2015-16|18,,,
Ohio|http://www.flu.ohio.gov |Influenza Information|1|Minimal|May-07-2016|2015-16|18,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|1|Minimal|May-07-2016|2015-16|18,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|1|Minimal|May-07-2016|2015-16|18,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|1|Minimal|May-07-2016|2015-16|18,,,
Rhode Island|http://www.health.ri.gov/data/flu/index.php|Influenza Surveillance|1|Minimal|May-07-2016|2015-16|18,,,
South Dakota|http://doh.sd.gov/diseases/infectious/flu/default.aspx|Influenza Information|1|Minimal|May-07-2016|2015-16|18,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|1|Minimal|May-07-2016|2015-16|18,,,
Vermont|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|Flu Activity|1|Minimal|May-07-2016|2015-16|18,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|1|Minimal|May-07-2016|2015-16|18,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|1|Minimal|May-07-2016|2015-16|18,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|1|Minimal|May-07-2016|2015-16|18,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|1|Minimal|May-07-2016|2015-16|18,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|1|Minimal|May-14-2016|2015-16|19,,,
Idaho|http://flu.idaho.gov|Influenza|1|Minimal|May-14-2016|2015-16|19,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|1|Minimal|May-14-2016|2015-16|19,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|1|Minimal|May-14-2016|2015-16|19,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|1|Minimal|May-14-2016|2015-16|19,,,
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|1|Minimal|May-14-2016|2015-16|19,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|1|Minimal|May-14-2016|2015-16|19,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|1|Minimal|May-14-2016|2015-16|19,,,
Maine|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|Weekly Surveillance Updates|1|Minimal|May-14-2016|2015-16|19,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|1|Minimal|May-14-2016|2015-16|19,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|1|Minimal|May-14-2016|2015-16|19,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|1|Minimal|May-14-2016|2015-16|19
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|1|Minimal|May-14-2016|2015-16|19,,,
